category,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
politica,156,135,100,0,21,0,41,6,9,2,0,0,7,2.625,700,16.875,5.18518,0.00740741,0.0,2.0999999046325684,0.022996440064162016,0.01180453784763813,0.020946115255355842,0.018347768671810632,FAKE
politica,732,631,386,9,90,4,201,29,16,7,0,0,25,2.88571,3023,18.0286,4.79081,0.00158479,0.10000000149011612,7.5,0.007224021862973184,0.004347540602526244,0.004280559260976212,0.005580888192697957,TRUE
tv_celebridades,201,166,120,6,24,0,50,7,12,2,0,0,12,2.5,778,11.8571,4.68675,0.006024100000000001,0.20000000298023224,2.5,0.019696862643791568,0.011356341652572157,0.018176555447280408,0.01942238528724937,FAKE
politica,1593,1348,621,7,187,5,377,88,51,23,0,1,74,3.65672,6486,20.1194,4.81157,0.00074184,0.30000001192092896,20.200000762939453,0.0028913081409789767,0.003580421574750087,0.001935739718222369,0.002319363743491512,TRUE
tv_celebridades,1517,1334,698,2,191,10,336,126,85,25,6,0,116,3.5882400000000003,6729,26.1569,5.0442300000000015,0.00524738,0.0,15.300000190734865,0.0026490282034501433,0.00415545426949393,0.0028672869627674427,0.002685717068839279,TRUE
tv_celebridades,232,202,128,2,38,1,62,10,3,2,0,1,14,2.72727,1056,18.3636,5.22772,0.00990099,0.0,1.7999999523162842,0.010437056468799713,0.012074045060823359,0.014048613530273238,0.0203483496637394,FAKE
sociedade_cotidiano,1620,1404,658,9,215,8,388,77,67,23,4,3,114,3.42857,6635,22.2857,4.72578,0.002849,0.10000000149011612,16.299999237060547,0.003037785371874479,0.0033340958851532858,0.003325135647748156,0.0022935742672416373,TRUE
politica,82,71,59,0,13,3,16,2,5,2,1,1,9,1.375,349,8.875,4.91549,0.0,0.0,1.100000023841858,0.14229243993759155,0.029799304902553562,,0.06689495369791984,FAKE
politica,702,611,332,19,87,2,196,33,14,15,0,1,21,3.25,3144,21.8214,5.14566,0.0,0.0,5.9000000953674325,0.005636814396094644,0.008532127924263477,0.005347730504032575,0.006182647263631225,TRUE
politica,220,197,130,0,45,3,42,11,14,9,1,0,23,2.875,926,24.625,4.70051,0.0,-0.10000000149011612,1.7000000476837158,0.01458357181400061,0.013678031042218208,0.015078977216035128,0.026299859474723537,FAKE
politica,1196,1021,459,31,167,8,330,32,45,20,0,0,44,3.5714300000000003,4803,20.8367,4.70421,0.0,0.10000000149011612,9.800000190734863,0.001863400904565221,0.003160014782813104,0.0037024134775450407,0.0033629632727954434,TRUE
politica,349,312,169,4,30,0,107,15,6,3,0,0,11,3.08333,1582,26.0,5.07051,0.0,0.0,1.399999976158142,0.008773801563721564,0.013788364594802259,0.01117869041627273,0.008424207521602509,TRUE
sociedade_cotidiano,331,276,172,1,43,2,80,11,13,6,0,0,22,2.89474,1282,14.5263,4.64493,0.00362319,0.0,2.5,0.015693322522565722,0.01781140879860946,0.01306423032656312,0.013031585514545441,FAKE
tv_celebridades,1900,1662,699,19,228,8,486,97,71,31,0,0,93,3.13158,8280,21.8684,4.98195,0.00300842,0.10000000149011612,15.899999618530273,0.002209047807488017,0.0022319531278259565,0.003286367097740716,0.0015751711118759382,TRUE
politica,445,368,221,8,74,2,98,21,19,15,2,0,28,2.33333,1647,11.1515,4.4755400000000005,0.00271739,-0.10000000149011612,11.800000190734865,0.01041768374852836,0.005816117860376835,0.010977065262313072,0.014014768414199352,FAKE
politica,441,396,212,2,44,5,119,32,18,6,0,0,12,3.0,2173,26.4,5.4873699999999985,0.0,0.20000000298023224,3.2000000476837163,0.00535774523159489,0.0034358417615294448,0.007588602901835526,0.009618633673252427,FAKE
politica,845,759,423,3,109,4,219,40,31,18,2,0,30,1.91111,3641,16.8667,4.7971,0.00395257,0.0,8.5,0.0046277281129732725,0.003922021656762809,0.005801769132774912,0.00484288363263775,TRUE
politica,144,129,94,1,21,0,36,5,6,5,0,0,4,1.875,649,16.125,5.03101,0.0,0.0,1.399999976158142,0.030625119805336,0.03176162453989188,0.01795848645269871,0.035191712280114494,FAKE
politica,2370,2135,887,25,325,12,591,121,113,56,7,0,133,2.67045,10267,24.2614,4.8089,0.0028103,0.0,18.5,0.0016058348068772644,0.0013121734532019632,0.0016563082126116286,0.002008096607340021,TRUE
politica,270,232,129,4,45,2,60,8,19,16,0,0,13,3.16667,1117,19.3333,4.81466,0.0,0.0,1.7000000476837158,0.022710800752975047,0.008105322136543691,0.016297483949788978,0.01889553282629041,FAKE
sociedade_cotidiano,1411,1245,619,6,158,4,394,72,25,21,0,0,35,2.76667,6084,20.75,4.88675,0.00240964,0.0,9.600000381469727,0.0026597395638523038,0.0029963995800650818,0.0018621705560784407,0.002911597934629147,TRUE
tv_celebridades,651,566,292,1,118,6,142,24,41,22,7,0,49,2.23684,2641,14.8947,4.66608,0.00176678,0.0,7.599999904632567,0.0062153544018252035,0.0028547258116304874,0.0027575999265536666,0.007315519754774869,TRUE
politica,261,237,167,8,29,1,74,9,10,7,0,0,10,2.18182,1121,21.5455,4.72996,0.0,0.0,1.8999999761581416,0.0177889633923769,0.019220917330433924,0.01232245925348252,0.010942989663982931,FAKE
sociedade_cotidiano,327,291,184,1,51,0,96,6,7,5,1,0,20,2.4,1438,19.4,4.94158,0.0,0.0,2.9000000953674316,0.013428332114761526,0.012045981315895914,0.007872553409210272,0.01163903054902735,FAKE
politica,163,145,103,1,22,0,40,4,9,1,0,0,6,3.6,638,29.0,4.4,0.00689655,-0.10000000149011612,1.8999999761581416,0.024291373323649168,0.02259361185133457,0.029060372417526587,0.030402532592415814,TRUE
politica,377,326,195,13,51,3,88,19,33,9,0,0,19,2.42857,1672,15.5238,5.1288300000000016,0.00306748,0.0,4.699999809265137,0.011253276839852331,0.0056454651057720176,0.0098670007660985,0.01957097910344601,FAKE
politica,1732,1475,693,8,237,7,446,71,75,34,1,0,86,3.2125,7076,18.4375,4.79729,0.00542373,0.0,16.200000762939453,0.0026564067253386802,0.0020798338595532664,0.0019781650750831303,0.0018486564519554773,TRUE
tv_celebridades,122,97,74,2,20,1,30,1,4,3,0,0,10,2.5,433,9.7,4.46392,0.0206186,0.0,0.8000000119209291,0.015698663890361786,0.07410021126270294,0.021115662530064583,0.0311651200754568,FAKE
politica,122,101,78,4,29,3,26,2,7,6,0,0,4,4.2,533,20.2,5.27723,0.0,-0.10000000149011612,1.5,0.0350038941949606,0.020253313705325127,0.02370717097073793,0.04594995989464224,FAKE
politica,252,231,137,7,34,4,73,5,4,7,0,0,9,2.1,994,23.1,4.3030300000000015,0.0,0.0,1.399999976158142,0.009528197906911371,,0.01521696908665555,0.017428901951967016,FAKE
sociedade_cotidiano,219,191,126,1,27,0,56,10,7,2,0,0,7,2.8,867,19.1,4.53927,0.0052356,0.20000000298023224,3.2000000476837163,0.01986538281198591,0.01314702332019806,0.014878519500295319,0.022859248746600416,FAKE
politica,671,601,363,7,104,4,171,34,21,19,0,0,33,1.94444,2802,16.6944,4.66223,0.00166389,0.0,7.599999904632567,0.007990717373710746,0.005342424381524324,0.007639788716915063,0.0062312210111745755,TRUE
sociedade_cotidiano,121,93,69,2,18,0,31,0,4,4,0,0,7,3.11111,422,10.3333,4.53763,0.0215054,0.10000000149011612,0.5,0.03738015741109848,0.019972794689238075,0.018130218610167503,0.020214880350977186,FAKE
politica,162,136,97,6,25,1,41,7,10,2,0,0,7,2.36364,653,12.3636,4.80147,0.0,0.20000000298023224,5.099999904632568,,0.020716555416584008,0.014005252160131931,0.025281414544830717,FAKE
tv_celebridades,960,844,386,4,129,8,211,64,57,26,0,1,44,2.97436,4202,21.641,4.97867,0.00236967,0.0,4.300000190734863,0.006474309647455811,0.004817629884928465,0.00538921639478455,0.005019511436294837,TRUE
politica,2371,2085,754,16,315,22,539,99,100,52,3,23,210,2.91837,9748,21.2755,4.6753,0.0,0.0,23.10000038146973,0.0017552769486428588,0.002617641097030548,0.0014526991678091388,0.0028397148929070683,TRUE
politica,223,190,110,5,29,1,53,9,6,2,0,0,10,5.5,1041,31.6667,5.47895,0.00526316,-0.10000000149011612,1.0,0.010485568394263586,0.029909750912338495,0.024011149898999263,0.018515905146213138,FAKE
politica,587,496,287,9,65,3,158,23,9,6,0,1,24,3.64,2329,19.84,4.69556,0.00201613,0.0,4.0,0.010149376276372508,0.005042276045839701,0.0075109861325472595,0.006078186622985145,TRUE
politica,1105,985,487,10,152,1,302,50,41,31,2,0,33,2.6087,4689,21.413,4.76041,0.00101523,0.10000000149011612,9.100000381469727,0.0035528648261199977,0.002356661043854224,0.00315660961918653,0.00444578611841578,TRUE
sociedade_cotidiano,1583,1390,563,2,217,7,355,90,92,21,0,3,125,3.78431,6685,27.2549,4.80935,0.000719424,-0.10000000149011612,10.800000190734863,0.002463342240926894,0.004158310073597188,0.001180520214032955,0.0034258726802540987,TRUE
politica,99,85,66,1,18,1,27,3,5,3,0,0,6,2.33333,406,14.1667,4.77647,0.0117647,-0.10000000149011612,1.0,0.04383641853928566,,0.03640370815992355,0.05243971080265262,FAKE
politica,959,840,433,32,120,6,245,42,47,8,1,0,40,2.975,4361,21.0,5.1916699999999985,0.00595238,0.0,9.0,0.0030489015972558807,0.0060151448706164965,0.005150694019782047,0.006437137301286889,TRUE
politica,215,180,115,1,39,2,47,3,9,4,3,0,18,2.33333,788,12.0,4.37778,0.0,0.0,3.9000000953674316,0.01113594090566039,0.021229712292551998,0.02103375643491745,0.03268816309670606,FAKE
sociedade_cotidiano,757,677,394,9,87,0,223,32,20,12,0,0,24,2.0,3227,16.925,4.76662,0.00443131,0.10000000149011612,10.800000190734863,0.005481004204529409,0.00506865100136825,0.004367536512401068,0.004347247437440922,TRUE
sociedade_cotidiano,695,612,316,5,69,0,191,53,18,6,0,1,34,3.77273,3110,27.8182,5.0817,0.00163399,0.0,4.199999809265137,0.005687538735483858,0.006397694075966011,0.004699111005968668,0.006067693254656412,TRUE
politica,148,124,90,0,31,2,39,4,9,6,0,0,5,2.4,634,12.4,5.1129,0.00806452,-0.20000000298023224,2.700000047683716,0.02933958871290088,,0.015345311723649504,0.02711052447557449,FAKE
ciencia_tecnologia,152,138,82,0,18,0,39,2,0,2,0,0,7,1.55556,630,15.3333,4.56522,0.0,0.20000000298023224,2.4000000953674316,0.025016063824296,0.03776495841642221,0.04795856587588787,0.014601495582610372,TRUE
politica,326,274,161,10,44,1,81,15,23,5,0,0,17,2.73684,1250,14.4211,4.5620400000000005,0.00729927,0.0,4.800000190734863,0.017467382247559726,0.010099781793542206,0.01723837439591686,0.013630000741354056,FAKE
sociedade_cotidiano,602,525,279,5,75,2,150,27,18,8,1,1,21,2.56667,2522,17.5,4.80381,0.0,0.10000000149011612,7.400000095367432,0.005582020277730548,0.007950989957898856,0.003936284221708775,0.007737633073702455,TRUE
sociedade_cotidiano,1378,1207,526,50,131,3,390,66,34,17,0,0,47,3.97674,6121,28.0698,5.07125,0.0,0.20000000298023224,11.5,0.0035967601535683673,0.0020142517751082787,0.003368278180873445,0.0025503420200588744,TRUE
politica,743,670,399,6,84,0,217,37,21,10,0,0,19,1.92105,3269,17.6316,4.8791,0.00298507,0.10000000149011612,7.599999904632567,0.00547801898434185,0.004127210598172886,0.004940817527391989,0.003928424824574371,TRUE
politica,115,102,81,1,16,0,27,8,7,3,0,0,5,2.16667,566,17.0,5.54902,0.0,0.0,0.699999988079071,0.04090787097811699,0.06052231602370739,0.0306981923058629,0.05632579606026411,FAKE
politica,1367,1140,512,5,223,4,289,51,66,29,17,3,113,3.84746,5451,19.322,4.78158,0.0008771930000000001,0.0,11.899999618530273,0.004150170463811051,0.001815909700882104,0.0026047905635399127,0.004607763980462585,TRUE
politica,2131,1937,909,12,261,12,542,159,88,28,3,0,114,2.48718,9690,24.8333,5.00258,0.00567888,0.0,17.100000381469727,0.001962968550894099,0.0019097617725051489,0.001726706534852916,0.002177900407315345,TRUE
politica,350,297,188,2,43,0,90,12,10,4,5,0,20,2.78947,1524,15.6316,5.13131,0.0,0.0,3.5,0.011022506874393332,0.013192191762341694,0.01334955104483435,0.008949439707693869,TRUE
tv_celebridades,208,180,112,0,26,0,51,13,11,3,0,0,13,2.15385,819,13.8462,4.55,0.00555556,0.10000000149011612,3.0,0.020604443550109864,0.02448662246267001,,0.023423435269958444,FAKE
sociedade_cotidiano,165,141,100,2,30,0,39,4,5,5,0,0,14,2.18182,669,12.8182,4.744680000000002,0.0,0.0,4.300000190734863,0.018853696063160896,0.0324447488412261,0.01863792010893424,0.028562991258998718,FAKE
tv_celebridades,103,95,70,2,17,0,31,2,4,3,0,0,8,1.0,502,11.875,5.28421,0.0,0.0,1.0,0.03959784796461463,,0.03939059687157472,0.030015309237771563,FAKE
religiao,996,856,393,1,191,11,156,33,74,28,4,1,142,2.0289900000000003,3739,12.4058,4.36799,0.0,0.0,25.5,0.008606692271617552,0.00441256140281136,0.006182462044913943,0.008013638379634359,TRUE
politica,125,112,78,1,16,0,38,3,3,1,0,0,2,1.85714,603,16.0,5.38393,0.0,0.0,0.4000000059604645,0.0188266970217228,0.025578973069787025,0.020966253553827603,0.028233201171343144,FAKE
sociedade_cotidiano,203,175,117,3,29,4,51,11,7,3,0,0,7,3.11111,825,19.4444,4.71429,0.0114286,0.0,0.6000000238418579,0.016409768909215926,0.02822276742921935,0.06220359355211257,0.01204394189906972,FAKE
politica,599,501,246,8,83,4,153,18,25,8,0,1,25,4.26087,2443,21.7826,4.87625,0.0,-0.10000000149011612,5.699999809265138,0.005318463857596119,0.004562369761212419,0.00907307570534093,0.008188735644304843,TRUE
politica,194,158,105,1,31,3,38,4,20,5,4,0,11,2.25,674,9.875,4.26582,0.0,0.0,2.0999999046325684,0.0417492650449276,0.02878110509897981,0.018704701215028763,0.029161044529506137,FAKE
politica,2215,1964,826,15,283,16,547,105,113,36,2,0,104,3.06098,9404,23.9512,4.78819,0.00610998,0.0,18.600000381469727,0.0013925012101554462,0.001771138972956045,0.0017779014966878535,0.002220635098419187,TRUE
politica,652,563,301,5,102,14,154,27,21,14,12,0,41,3.70833,2619,23.4583,4.65187,0.0035524000000000007,0.0,5.800000190734862,0.009048617740448276,0.008186098603930856,0.005565984663553536,0.007413278450258076,TRUE
politica,252,223,152,6,41,5,65,15,11,5,0,0,9,1.93333,1113,14.8667,4.99103,0.00448431,0.0,1.600000023841858,0.01416571829468012,0.008826996199786663,0.011879976373165846,0.01924220186013442,FAKE
tv_celebridades,132,100,69,1,13,0,25,17,6,1,0,0,9,2.90909,507,9.09091,5.07,0.04,0.0,1.7999999523162842,0.02726633567363024,0.028528954833745963,,0.05006080972296851,FAKE
sociedade_cotidiano,902,805,364,16,103,4,239,78,24,14,0,1,29,2.62162,4026,21.7568,5.00124,0.00496894,0.0,6.199999809265138,0.005577858039659673,0.004452110865273543,0.00577002089045456,0.002272481416972975,TRUE
politica,183,152,114,1,21,1,53,8,3,2,0,0,7,2.81818,812,13.8182,5.34211,0.0,0.20000000298023224,2.5999999046325684,,0.010081100588043531,0.012095043435692787,0.028434729669243094,FAKE
tv_celebridades,1263,1031,463,14,168,3,309,55,34,17,1,2,61,3.3623199999999995,5088,14.942,4.93501,0.0,0.10000000149011612,12.199999809265135,0.002946561805027373,0.002814579600988723,0.0035725811831071037,0.0033073873320197482,TRUE
tv_celebridades,127,109,80,0,17,0,32,6,3,4,0,0,3,3.0,491,18.1667,4.50459,0.00917431,0.4000000059604645,2.700000047683716,0.03180041648447514,0.019848227268084884,0.034015361592173575,0.04174552275799215,FAKE
sociedade_cotidiano,245,204,140,1,42,2,53,7,9,4,7,0,21,2.41176,902,12.0,4.42157,0.00490196,0.0,4.5,0.02252740945134844,0.011388332583010195,0.011863254941999912,0.02569891717284917,FAKE
politica,46,40,30,1,4,0,18,2,0,0,0,0,1,1.5,188,10.0,4.7,0.0,0.0,0.8999999761581421,0.05045251697301865,,,0.06274807639420033,FAKE
politica,995,883,383,11,140,3,259,22,35,21,0,0,43,3.02703,4236,23.8649,4.7972800000000015,0.0,0.0,5.300000190734863,0.003798406692042661,0.0015162833733484153,0.002764710795599967,0.00434261996426857,TRUE
politica,195,183,124,11,28,1,56,7,8,5,0,0,12,2.0,904,30.5,4.93989,0.0,0.0,1.399999976158142,0.017715153623033653,0.013873745687305927,0.026801709085702896,0.016909297730308026,FAKE
tv_celebridades,946,835,479,8,115,4,269,38,27,14,0,0,22,2.26531,4050,17.0408,4.8503,0.00239521,0.0,8.199999809265138,0.00426029698902984,0.0035631081508472563,0.003099531624466181,0.004359413863211457,TRUE
politica,151,128,75,2,25,1,28,4,9,3,1,0,13,2.55556,522,14.2222,4.078119999999998,0.0,-0.10000000149011612,1.8999999761581416,0.042651946966846786,0.02000023610889912,,0.0397228862025908,FAKE
politica,1417,1237,562,32,173,7,349,50,55,24,1,0,84,4.09091,6140,28.1136,4.96362,0.0,0.0,8.5,0.0036384314078384563,0.002617368789608864,0.004296966936985532,0.002962963620961137,TRUE
tv_celebridades,1615,1398,564,15,164,3,421,67,27,23,1,0,49,3.94545,7157,25.4182,5.11946,0.0,0.0,7.300000190734862,0.002143561452560659,0.002500014448100153,0.0033588739818680964,0.002777516937453244,TRUE
politica,163,144,97,3,19,0,45,10,4,2,0,0,7,2.11111,729,16.0,5.0625,0.00694444,0.0,1.7000000476837158,0.020924162492156027,,0.02569996130963166,0.032682166621088984,FAKE
ciencia_tecnologia,613,512,298,4,88,6,130,33,32,4,3,1,57,2.58974,2581,13.1282,5.04102,0.0175781,-0.10000000149011612,7.400000095367432,0.009425709334512552,0.004020544338143534,0.008248855359852314,0.008454090828308836,FAKE
politica,1508,1345,581,26,134,4,444,71,34,13,0,0,61,2.01235,6824,16.6049,5.07361,0.00520446,0.10000000149011612,10.600000381469727,0.002240037422216985,0.0013152144965715704,0.003606154222349712,0.0038614786656883853,TRUE
politica,173,146,100,2,29,0,36,5,10,2,0,0,8,3.375,755,18.25,5.17123,0.0,0.0,1.0,,0.014128038659691809,0.029058411484584205,0.027042777954854748,FAKE
tv_celebridades,1167,1009,466,8,186,5,256,81,56,31,3,3,79,3.3617,4877,21.4681,4.8335,0.0,0.0,14.800000190734865,0.0039825275229911005,0.003997992058949812,0.0035720061367520923,0.0037802508071763437,TRUE
politica,1330,1149,463,9,154,11,352,67,43,21,1,1,57,4.02222,5853,25.5333,5.09399,0.00174064,0.10000000149011612,8.600000381469728,0.0031025276201861827,0.0016327455311759634,0.0032934356042040656,0.002835769243862575,TRUE
tv_celebridades,864,755,352,10,99,0,215,32,27,11,10,1,47,2.6585400000000003,3510,18.4146,4.64901,0.0,0.20000000298023224,12.699999809265135,0.004270873420561354,0.0049357019597664475,0.005262758926784789,0.005683456711267354,TRUE
tv_celebridades,139,118,83,0,29,0,29,5,7,7,1,0,9,2.625,540,14.75,4.57627,0.00847458,0.0,2.5,0.01918622540930907,0.04289077036082744,0.04184441976249218,0.03941544730748449,FAKE
sociedade_cotidiano,1602,1373,646,1,271,16,332,102,103,33,4,1,117,2.57303,6674,15.427,4.86089,0.0021850000000000003,0.10000000149011612,33.799999237060554,0.0028387118654791266,0.003578033476757507,0.004546275727787159,0.0030933300795202906,TRUE
tv_celebridades,753,672,328,12,91,3,220,28,24,15,0,0,28,2.31429,3438,19.2,5.11607,0.0,0.0,4.900000095367432,0.003183171642012894,0.002966792891836829,0.005313294896806933,0.00662561415684531,TRUE
ciencia_tecnologia,313,272,168,4,42,3,76,24,18,10,0,1,6,2.92857,1339,19.4286,4.92279,0.0,0.10000000149011612,3.0999999046325684,0.008734171278774738,0.013061214437974351,0.014573216127852597,0.013069602660834793,FAKE
ciencia_tecnologia,2246,1975,814,3,319,9,544,115,114,47,1,0,95,3.26506,9950,23.7952,5.03797,0.00303797,0.0,16.799999237060547,0.002140643031657739,0.0018236890209664125,0.0011046290666046038,0.001976501949218054,TRUE
tv_celebridades,189,157,120,1,31,3,46,10,11,3,0,0,6,1.77778,731,8.72222,4.65605,0.0,0.0,2.200000047683716,0.018816923323486532,0.016609711417307455,0.011730642523616552,0.02096205602654002,FAKE
politica,1043,895,416,11,163,3,233,52,49,24,0,0,46,2.84615,4288,17.2115,4.79106,0.00893855,0.0,9.899999618530273,0.004120796156536427,0.004985202569514513,0.008759969483233161,0.00433017820140104,TRUE
politica,890,774,454,11,102,0,247,36,26,14,0,0,35,2.69767,3735,18.0,4.82558,0.00258398,0.10000000149011612,10.800000190734863,0.004270341078517958,0.004284089694366507,0.005076478845218108,0.004294946270030258,TRUE
tv_celebridades,1218,1057,491,6,212,4,268,69,64,31,4,0,68,2.26761,5113,14.8873,4.837280000000002,0.000946074,0.10000000149011612,20.0,0.005108104131068103,0.003215022129006684,0.004770877790482094,0.00292027497436015,TRUE
politica,146,121,86,5,18,1,38,5,6,2,0,0,6,4.16667,594,20.1667,4.90909,0.0,0.10000000149011612,3.0,0.019246786832809445,0.03156751568894833,0.04787195473909378,0.024556541233323514,FAKE
politica,226,194,124,1,40,0,55,8,10,7,1,0,14,2.28571,975,13.8571,5.02577,0.0,0.10000000149011612,3.0,0.020028935660692783,0.02579711936414241,0.012526501901447771,0.024402944448714454,TRUE
tv_celebridades,1408,1242,534,2,222,15,323,74,55,33,3,1,101,2.96429,6071,22.1786,4.88808,0.00161031,0.0,14.5,0.003954725160211739,0.002484281149615223,0.0019360345795576,0.0032117122362692358,TRUE
sociedade_cotidiano,1798,1593,624,30,232,7,460,75,60,31,0,0,65,2.80822,8023,21.8219,5.03641,0.0,0.0,14.0,0.0020032042873577333,0.003316707795168809,0.0019927612504236298,0.002119062794940319,TRUE
tv_celebridades,1031,874,473,4,157,5,220,50,60,21,1,1,63,2.85455,3883,15.8909,4.4427900000000005,0.0171625,0.20000000298023224,16.600000381469727,0.004680506169929036,0.006170627730898559,0.005883326113689691,0.003949641994590503,TRUE
sociedade_cotidiano,382,325,198,0,42,3,100,24,11,7,0,3,19,3.5625,1713,20.3125,5.27077,0.0,0.10000000149011612,3.4000000953674316,0.007655755802989006,0.008700262568891049,0.018147652757100084,0.009896119805052877,TRUE
politica,156,133,89,0,20,0,38,3,6,2,3,0,8,2.09091,685,12.0909,5.15038,0.0,0.10000000149011612,1.5,0.044730729733904205,0.012561314118405184,0.02634895779192447,0.03913622722029686,FAKE
tv_celebridades,671,594,279,3,98,1,165,17,18,16,0,1,32,2.65517,2865,20.4828,4.8232300000000015,0.0,0.0,6.599999904632568,0.005775140148812328,0.007829454187303781,0.00965577237204545,0.006850819801911712,TRUE
politica,997,867,398,7,185,29,204,45,51,16,2,1,95,2.03125,3978,13.5469,4.58824,0.0,0.10000000149011612,19.899999618530273,0.005451435560826212,0.0032190479415779307,0.00545378565752449,0.005034334735962777,TRUE
politica,526,447,282,5,63,1,110,29,36,5,8,5,49,3.4347800000000004,2159,19.4348,4.82998,0.00447427,0.0,6.099999904632568,0.007423418832735883,0.006242668256163597,0.00925044009151558,0.010236693867321673,FAKE
politica,226,201,125,5,35,1,54,4,8,7,0,0,5,2.27273,912,18.2727,4.53731,0.00497512,0.0,1.8999999761581416,0.013679245254024863,0.023285093096395332,0.021490945480763912,0.022565141785889864,FAKE
politica,151,126,79,1,23,3,35,7,3,2,0,0,10,2.77778,588,14.0,4.66667,0.0,0.0,1.7999999523162842,0.02017944119870663,0.03948665720721086,,0.02698345873504877,FAKE
politica,134,106,77,0,31,1,24,2,9,2,0,0,12,2.33333,549,8.83333,5.17925,0.0,-0.10000000149011612,2.0999999046325684,0.07064138166606426,0.04384737089276314,0.0333361259351174,0.07421399233862758,FAKE
politica,471,421,230,6,43,2,127,24,14,6,1,0,21,3.125,2043,26.3125,4.85273,0.0023753,0.0,2.799999952316284,0.006476964242756367,0.003989520628238097,0.008016238016459872,0.009829409467056394,TRUE
politica,4505,3910,1519,14,582,44,1040,248,182,73,27,24,360,3.00505,19444,19.7475,4.9728900000000005,0.00127877,0.30000001192092896,75.0,0.0007786736492893067,0.0012723436811938882,0.0011090608753147532,0.0014612870336631458,TRUE
politica,1039,934,434,13,115,5,265,35,46,16,0,1,42,2.14286,4720,19.0612,5.05353,0.00535332,0.0,5.9000000953674325,0.003147130691780685,0.002894517487018473,0.0035462449956685303,0.0052350163149336975,TRUE
ciencia_tecnologia,230,201,138,0,37,2,58,15,5,6,1,0,13,1.8125,1066,12.5625,5.30348,0.014925399999999997,0.20000000298023224,3.799999952316284,0.022055402048863467,0.014309997856616971,0.01890260454577704,0.02285385600601634,FAKE
politica,166,141,108,2,24,1,35,11,8,5,0,0,6,2.5,701,14.1,4.97163,0.0,0.10000000149011612,2.0999999046325684,0.028732357174158094,0.029461022311200694,0.014716623816639187,0.0219509886810556,FAKE
politica,835,724,381,30,100,1,217,41,22,11,0,0,32,3.7,3423,24.1333,4.7279,0.0,0.10000000149011612,7.0,0.006637260524763001,0.002831851689344539,0.003969739689491689,0.005755509482696652,TRUE
politica,100,85,60,3,9,2,28,3,5,1,0,0,2,3.0,380,17.0,4.4705900000000005,0.0,0.10000000149011612,0.699999988079071,0.043478850275278084,0.026212188104788463,0.01880438004930814,0.04883022978901863,FAKE
politica,670,594,290,11,90,4,181,44,17,15,0,0,18,2.92308,3045,22.8462,5.12626,0.0,0.0,4.199999809265137,0.0035151022602804005,0.002809473623832067,0.006583744141783926,0.008188284729840234,TRUE
tv_celebridades,185,164,114,2,24,1,53,11,6,2,0,1,15,2.1,807,16.4,4.920730000000002,0.00609756,0.5,5.699999809265138,0.021149993035942317,0.012619113549590107,0.0244404220332702,0.016663057605425517,FAKE
tv_celebridades,126,105,74,5,16,1,37,0,7,2,0,0,3,1.90909,492,9.54545,4.68571,0.0380952,0.0,0.8999999761581421,0.020742416381835938,0.04362586047500372,0.027029805661489558,0.026096167974174026,FAKE
tv_celebridades,220,180,107,4,37,0,48,5,13,5,0,0,8,2.22222,818,10.0,4.54444,0.00555556,0.10000000149011612,3.2000000476837163,0.01472427253611386,0.014517592964693904,0.014499910175800325,0.02057795785367489,FAKE
tv_celebridades,113,95,73,1,17,3,29,1,4,1,0,0,9,3.0,469,15.8333,4.93684,0.0,-0.20000000298023224,1.2999999523162842,,0.032239701598882675,0.02220462076365948,0.041466308225478435,FAKE
politica,531,457,237,1,104,8,110,20,29,19,1,0,30,2.17647,2216,13.4412,4.8490199999999986,0.00218818,0.0,7.199999809265138,0.016581814736127853,0.004649612912908196,0.011079196716309523,0.01024145063605498,TRUE
tv_celebridades,245,194,121,2,43,2,46,11,13,5,0,0,17,2.83333,816,10.7778,4.20619,0.00515464,0.20000000298023224,4.5,0.01996566727757454,0.043475035267571606,0.016076976899057627,0.017206485900613997,TRUE
tv_celebridades,325,286,147,0,53,2,77,9,7,6,0,0,28,2.4375,1346,17.875,4.70629,0.0,-0.10000000149011612,2.5,0.012362339009996505,,0.014028544175542064,0.015576083154883237,TRUE
tv_celebridades,1177,1047,551,19,153,12,273,76,56,20,0,0,91,3.42105,5438,27.5526,5.1938900000000015,0.00191022,0.0,11.0,0.0035220897108366764,0.0042065484363033815,0.002938971171439018,0.004489174420531425,TRUE
politica,2720,2356,910,28,427,26,599,170,138,57,1,2,170,2.8,11123,18.1231,4.72114,0.000848896,0.10000000149011612,40.29999923706055,0.001445507638489416,0.0012517924719409516,0.00131314883093672,0.0018332782262101925,TRUE
politica,571,534,292,5,76,4,152,30,24,16,0,0,34,1.48,2580,21.36,4.83146,0.0,0.0,4.599999904632568,0.007624536294550184,0.0066398560302332035,0.005525382717938295,0.009115928038954734,FAKE
